Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Cancelled Rides by Driver,Incomplete Rides,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating,Datetime,Hour,DayOfWeek,WeekType,Is_Cancelled,Cancellation_Type,Unified_Reason
1/26/2024,14:00:00,CNR6193747,Cancelled by Driver,574438,Mini,Area-24,Area-12,,,0,1,0,,,,,,2024-01-26 14:00:00,14,Friday,Weekday,True,Driver,Customer related issue
1/16/2024,6:00:00,CNR6380728,Cancelled by Driver,771899,Auto,Area-4,Area-36,,,0,1,0,,,,,,2024-01-16 06:00:00,6,Tuesday,Weekday,True,Driver,More than permitted people in there
1/30/2024,12:00:00,CNR6464292,Incomplete,134069,Auto,Area-22,Area-42,,,0,0,1,,,,,,2024-01-30 12:00:00,12,Tuesday,Weekday,True,Incomplete,Other Issue
1/21/2024,23:00:00,CNR3443305,Incomplete,738567,Prime SUV,Area-33,Area-32,,,0,0,1,,,,,,2024-01-21 23:00:00,23,Sunday,Weekend,True,Incomplete,Vehicle Breakdown
1/21/2024,6:00:00,CNR1048910,Cancelled by Customer,263200,Bike,Area-13,Area-14,,,1,0,0,,,,,,2024-01-21 06:00:00,6,Sunday,Weekend,True,Customer,Wrong Address
1/9/2024,15:00:00,CNR1952115,Cancelled by Driver,939407,Mini,Area-1,Area-20,,,0,1,0,,,,,,2024-01-09 15:00:00,15,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/18/2024,23:00:00,CNR8907159,Cancelled by Driver,247672,Prime Plus,Area-46,Area-27,,,0,1,0,,,,,,2024-01-18 23:00:00,23,Thursday,Weekday,True,Driver,More than permitted people in there
1/6/2024,9:00:00,CNR5764867,Cancelled by Driver,244849,eBike,Area-5,Area-11,,,0,1,0,,,,,,2024-01-06 09:00:00,9,Saturday,Weekend,True,Driver,More than permitted people in there
1/9/2024,10:00:00,CNR9356591,Incomplete,817355,Mini,Area-48,Area-50,,,0,0,1,,,,,,2024-01-09 10:00:00,10,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/28/2024,9:00:00,CNR8445355,Cancelled by Driver,368976,Prime Sedan,Area-40,Area-14,,,0,1,0,,,,,,2024-01-28 09:00:00,9,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/14/2024,9:00:00,CNR4602552,Incomplete,322928,Bike,Area-4,Area-5,,,0,0,1,,,,,,2024-01-14 09:00:00,9,Sunday,Weekend,True,Incomplete,Other Issue
1/19/2024,18:00:00,CNR6887768,Cancelled by Customer,159809,Prime Sedan,Area-38,Area-29,,,1,0,0,,,,,,2024-01-19 18:00:00,18,Friday,Weekday,True,Customer,Driver asked to cancel
1/24/2024,13:00:00,CNR5264650,Cancelled by Driver,523598,Prime Plus,Area-35,Area-39,,,0,1,0,,,,,,2024-01-24 13:00:00,13,Wednesday,Weekday,True,Driver,Customer related issue
1/16/2024,10:00:00,CNR6708952,Cancelled by Driver,287816,Prime Plus,Area-24,Area-33,,,0,1,0,,,,,,2024-01-16 10:00:00,10,Tuesday,Weekday,True,Driver,Customer related issue
1/3/2024,7:00:00,CNR6336641,Cancelled by Customer,998021,Auto,Area-27,Area-48,,,1,0,0,,,,,,2024-01-03 07:00:00,7,Wednesday,Weekday,True,Customer,Change of plans
1/22/2024,9:00:00,CNR5038948,Cancelled by Customer,147367,Prime SUV,Area-19,Area-37,,,1,0,0,,,,,,2024-01-22 09:00:00,9,Monday,Weekday,True,Customer,AC is not working
1/22/2024,4:00:00,CNR4560737,Cancelled by Driver,615719,Prime Sedan,Area-22,Area-28,,,0,1,0,,,,,,2024-01-22 04:00:00,4,Monday,Weekday,True,Driver,The customer was coughing/sick
1/24/2024,23:00:00,CNR6323795,Cancelled by Customer,859349,Prime SUV,Area-30,Area-39,,,1,0,0,,,,,,2024-01-24 23:00:00,23,Wednesday,Weekday,True,Customer,Change of plans
1/19/2024,21:00:00,CNR9478226,Incomplete,786790,eBike,Area-50,Area-29,,,0,0,1,,,,,,2024-01-19 21:00:00,21,Friday,Weekday,True,Incomplete,Customer Demand
1/8/2024,20:00:00,CNR2436535,Cancelled by Driver,941496,Mini,Area-28,Area-29,,,0,1,0,,,,,,2024-01-08 20:00:00,20,Monday,Weekday,True,Driver,Personal & Car related issues
1/19/2024,12:00:00,CNR9950311,Cancelled by Driver,783489,Prime Plus,Area-9,Area-35,,,0,1,0,,,,,,2024-01-19 12:00:00,12,Friday,Weekday,True,Driver,Customer related issue
1/7/2024,6:00:00,CNR0266555,Cancelled by Driver,663425,Prime Sedan,Area-35,Area-46,,,0,1,0,,,,,,2024-01-07 06:00:00,6,Sunday,Weekend,True,Driver,Customer related issue
1/28/2024,22:00:00,CNR5992188,Cancelled by Customer,936477,Bike,Area-15,Area-10,,,1,0,0,,,,,,2024-01-28 22:00:00,22,Sunday,Weekend,True,Customer,Wrong Address
1/10/2024,17:00:00,CNR6929574,Incomplete,257904,Mini,Area-30,Area-17,,,0,0,1,,,,,,2024-01-10 17:00:00,17,Wednesday,Weekday,True,Incomplete,Other Issue
1/9/2024,16:00:00,CNR2814522,Cancelled by Customer,172526,Mini,Area-36,Area-9,,,1,0,0,,,,,,2024-01-09 16:00:00,16,Tuesday,Weekday,True,Customer,AC is not working
1/9/2024,16:00:00,CNR0654559,Cancelled by Customer,856153,Prime Sedan,Area-40,Area-33,,,1,0,0,,,,,,2024-01-09 16:00:00,16,Tuesday,Weekday,True,Customer,AC is not working
1/6/2024,22:00:00,CNR7452209,Incomplete,706702,Bike,Area-14,Area-33,,,0,0,1,,,,,,2024-01-06 22:00:00,22,Saturday,Weekend,True,Incomplete,Customer Demand
1/14/2024,17:00:00,CNR8745076,Cancelled by Driver,798723,Mini,Area-44,Area-36,,,0,1,0,,,,,,2024-01-14 17:00:00,17,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/16/2024,2:00:00,CNR8954391,Cancelled by Driver,882081,eBike,Area-22,Area-37,,,0,1,0,,,,,,2024-01-16 02:00:00,2,Tuesday,Weekday,True,Driver,Customer related issue
1/6/2024,18:00:00,CNR3860447,Cancelled by Driver,228808,eBike,Area-20,Area-36,,,0,1,0,,,,,,2024-01-06 18:00:00,18,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/5/2024,3:00:00,CNR7404324,Cancelled by Driver,873122,Prime Plus,Area-36,Area-7,,,0,1,0,,,,,,2024-01-05 03:00:00,3,Friday,Weekday,True,Driver,Customer related issue
1/29/2024,19:00:00,CNR7753734,Cancelled by Customer,601994,Bike,Area-31,Area-40,,,1,0,0,,,,,,2024-01-29 19:00:00,19,Monday,Weekday,True,Customer,AC is not working
1/2/2024,17:00:00,CNR7199843,Cancelled by Driver,427458,Prime Sedan,Area-39,Area-9,,,0,1,0,,,,,,2024-01-02 17:00:00,17,Tuesday,Weekday,True,Driver,More than permitted people in there
1/12/2024,18:00:00,CNR7277881,Cancelled by Driver,134384,eBike,Area-30,Area-9,,,0,1,0,,,,,,2024-01-12 18:00:00,18,Friday,Weekday,True,Driver,Customer related issue
1/16/2024,8:00:00,CNR1352046,Cancelled by Driver,578188,Prime Sedan,Area-42,Area-11,,,0,1,0,,,,,,2024-01-16 08:00:00,8,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/8/2024,22:00:00,CNR5353212,Cancelled by Customer,545927,Mini,Area-1,Area-42,,,1,0,0,,,,,,2024-01-08 22:00:00,22,Monday,Weekday,True,Customer,AC is not working
1/28/2024,23:00:00,CNR2091533,Cancelled by Customer,503454,Prime Plus,Area-34,Area-49,,,1,0,0,,,,,,2024-01-28 23:00:00,23,Sunday,Weekend,True,Customer,AC is not working
1/27/2024,4:00:00,CNR8743669,Cancelled by Driver,129918,Auto,Area-33,Area-34,,,0,1,0,,,,,,2024-01-27 04:00:00,4,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/4/2024,5:00:00,CNR1757396,Cancelled by Driver,627148,eBike,Area-26,Area-10,,,0,1,0,,,,,,2024-01-04 05:00:00,5,Thursday,Weekday,True,Driver,Personal & Car related issues
1/30/2024,0:00:00,CNR3244397,Incomplete,474907,Prime Sedan,Area-1,Area-5,,,0,0,1,,,,,,2024-01-30 00:00:00,0,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/13/2024,4:00:00,CNR6167114,Cancelled by Driver,472597,Prime Plus,Area-11,Area-38,,,0,1,0,,,,,,2024-01-13 04:00:00,4,Saturday,Weekend,True,Driver,Customer related issue
1/11/2024,20:00:00,CNR7554710,Cancelled by Driver,577193,Bike,Area-50,Area-31,,,0,1,0,,,,,,2024-01-11 20:00:00,20,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/23/2024,5:00:00,CNR2107077,Cancelled by Driver,531287,Prime Sedan,Area-5,Area-13,,,0,1,0,,,,,,2024-01-23 05:00:00,5,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/13/2024,8:00:00,CNR2153038,Cancelled by Customer,571926,Prime Sedan,Area-37,Area-12,,,1,0,0,,,,,,2024-01-13 08:00:00,8,Saturday,Weekend,True,Customer,Change of plans
1/3/2024,2:00:00,CNR1025014,Cancelled by Driver,259436,eBike,Area-45,Area-49,,,0,1,0,,,,,,2024-01-03 02:00:00,2,Wednesday,Weekday,True,Driver,More than permitted people in there
1/16/2024,5:00:00,CNR4845376,Cancelled by Driver,538236,Prime SUV,Area-32,Area-22,,,0,1,0,,,,,,2024-01-16 05:00:00,5,Tuesday,Weekday,True,Driver,More than permitted people in there
1/10/2024,13:00:00,CNR3742867,Cancelled by Driver,136707,Prime SUV,Area-17,Area-40,,,0,1,0,,,,,,2024-01-10 13:00:00,13,Wednesday,Weekday,True,Driver,The customer was coughing/sick
1/22/2024,10:00:00,CNR9806466,Cancelled by Driver,688792,Prime Plus,Area-40,Area-9,,,0,1,0,,,,,,2024-01-22 10:00:00,10,Monday,Weekday,True,Driver,Personal & Car related issues
1/6/2024,3:00:00,CNR2112871,Cancelled by Driver,901375,Prime Plus,Area-6,Area-28,,,0,1,0,,,,,,2024-01-06 03:00:00,3,Saturday,Weekend,True,Driver,The customer was coughing/sick
1/12/2024,22:00:00,CNR3101292,Cancelled by Driver,832090,eBike,Area-42,Area-50,,,0,1,0,,,,,,2024-01-12 22:00:00,22,Friday,Weekday,True,Driver,Personal & Car related issues
1/18/2024,12:00:00,CNR2081517,Cancelled by Customer,381332,Bike,Area-4,Area-17,,,1,0,0,,,,,,2024-01-18 12:00:00,12,Thursday,Weekday,True,Customer,AC is not working
1/20/2024,17:00:00,CNR6587007,Incomplete,338247,Prime Sedan,Area-9,Area-26,,,0,0,1,,,,,,2024-01-20 17:00:00,17,Saturday,Weekend,True,Incomplete,Customer Demand
1/23/2024,14:00:00,CNR0540908,Incomplete,693231,Prime Plus,Area-5,Area-17,,,0,0,1,,,,,,2024-01-23 14:00:00,14,Tuesday,Weekday,True,Incomplete,Customer Demand
1/6/2024,8:00:00,CNR7974150,Cancelled by Customer,488914,eBike,Area-14,Area-22,,,1,0,0,,,,,,2024-01-06 08:00:00,8,Saturday,Weekend,True,Customer,Driver is not moving towards pickup location
1/26/2024,23:00:00,CNR8794975,Cancelled by Customer,584537,eBike,Area-37,Area-18,,,1,0,0,,,,,,2024-01-26 23:00:00,23,Friday,Weekday,True,Customer,Change of plans
1/25/2024,19:00:00,CNR7498247,Incomplete,544027,eBike,Area-16,Area-18,,,0,0,1,,,,,,2024-01-25 19:00:00,19,Thursday,Weekday,True,Incomplete,Other Issue
1/26/2024,16:00:00,CNR9399442,Cancelled by Customer,639956,eBike,Area-11,Area-25,,,1,0,0,,,,,,2024-01-26 16:00:00,16,Friday,Weekday,True,Customer,Driver asked to cancel
1/24/2024,3:00:00,CNR1959344,Incomplete,865374,Mini,Area-30,Area-19,,,0,0,1,,,,,,2024-01-24 03:00:00,3,Wednesday,Weekday,True,Incomplete,Other Issue
1/12/2024,3:00:00,CNR7431773,Cancelled by Driver,108220,Prime Sedan,Area-38,Area-19,,,0,1,0,,,,,,2024-01-12 03:00:00,3,Friday,Weekday,True,Driver,Customer related issue
1/1/2024,4:00:00,CNR8321317,Cancelled by Customer,636487,eBike,Area-37,Area-34,,,1,0,0,,,,,,2024-01-01 04:00:00,4,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/13/2024,17:00:00,CNR7062624,Cancelled by Driver,137163,eBike,Area-40,Area-2,,,0,1,0,,,,,,2024-01-13 17:00:00,17,Saturday,Weekend,True,Driver,Personal & Car related issues
1/7/2024,9:00:00,CNR7446934,Cancelled by Customer,343007,Prime SUV,Area-31,Area-14,,,1,0,0,,,,,,2024-01-07 09:00:00,9,Sunday,Weekend,True,Customer,Wrong Address
1/11/2024,22:00:00,CNR1768567,Incomplete,977615,Bike,Area-23,Area-34,,,0,0,1,,,,,,2024-01-11 22:00:00,22,Thursday,Weekday,True,Incomplete,Vehicle Breakdown
1/10/2024,0:00:00,CNR2242450,Cancelled by Driver,855643,Auto,Area-12,Area-32,,,0,1,0,,,,,,2024-01-10 00:00:00,0,Wednesday,Weekday,True,Driver,More than permitted people in there
1/9/2024,21:00:00,CNR1187561,Cancelled by Driver,393628,Prime SUV,Area-26,Area-10,,,0,1,0,,,,,,2024-01-09 21:00:00,21,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/26/2024,2:00:00,CNR5487929,Incomplete,595830,Auto,Area-1,Area-14,,,0,0,1,,,,,,2024-01-26 02:00:00,2,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/12/2024,2:00:00,CNR4155511,Cancelled by Driver,597606,Prime Plus,Area-20,Area-12,,,0,1,0,,,,,,2024-01-12 02:00:00,2,Friday,Weekday,True,Driver,More than permitted people in there
1/19/2024,11:00:00,CNR0625479,Incomplete,538860,Mini,Area-40,Area-28,,,0,0,1,,,,,,2024-01-19 11:00:00,11,Friday,Weekday,True,Incomplete,Customer Demand
1/3/2024,16:00:00,CNR0814312,Cancelled by Driver,405565,Bike,Area-13,Area-30,,,0,1,0,,,,,,2024-01-03 16:00:00,16,Wednesday,Weekday,True,Driver,More than permitted people in there
1/26/2024,2:00:00,CNR9068910,Cancelled by Customer,896368,Mini,Area-4,Area-12,,,1,0,0,,,,,,2024-01-26 02:00:00,2,Friday,Weekday,True,Customer,Driver is not moving towards pickup location
1/19/2024,8:00:00,CNR8824102,Cancelled by Driver,539350,eBike,Area-43,Area-17,,,0,1,0,,,,,,2024-01-19 08:00:00,8,Friday,Weekday,True,Driver,More than permitted people in there
1/10/2024,9:00:00,CNR6847643,Cancelled by Driver,767738,eBike,Area-17,Area-15,,,0,1,0,,,,,,2024-01-10 09:00:00,9,Wednesday,Weekday,True,Driver,More than permitted people in there
1/16/2024,19:00:00,CNR1679173,Cancelled by Customer,331743,Prime Sedan,Area-40,Area-7,,,1,0,0,,,,,,2024-01-16 19:00:00,19,Tuesday,Weekday,True,Customer,Change of plans
1/17/2024,6:00:00,CNR0090431,Cancelled by Driver,375637,Prime Sedan,Area-25,Area-40,,,0,1,0,,,,,,2024-01-17 06:00:00,6,Wednesday,Weekday,True,Driver,Customer related issue
1/6/2024,5:00:00,CNR3409246,Cancelled by Driver,141317,Prime SUV,Area-22,Area-11,,,0,1,0,,,,,,2024-01-06 05:00:00,5,Saturday,Weekend,True,Driver,Customer related issue
1/25/2024,8:00:00,CNR7935573,Cancelled by Driver,855814,Prime Sedan,Area-38,Area-11,,,0,1,0,,,,,,2024-01-25 08:00:00,8,Thursday,Weekday,True,Driver,Customer related issue
1/17/2024,22:00:00,CNR3669550,Cancelled by Customer,409143,Prime Sedan,Area-42,Area-17,,,1,0,0,,,,,,2024-01-17 22:00:00,22,Wednesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/5/2024,4:00:00,CNR7688968,Cancelled by Customer,884586,Bike,Area-33,Area-50,,,1,0,0,,,,,,2024-01-05 04:00:00,4,Friday,Weekday,True,Customer,AC is not working
1/26/2024,8:00:00,CNR8123964,Cancelled by Driver,495932,Mini,Area-24,Area-45,,,0,1,0,,,,,,2024-01-26 08:00:00,8,Friday,Weekday,True,Driver,More than permitted people in there
1/21/2024,11:00:00,CNR9852459,Cancelled by Driver,763601,eBike,Area-26,Area-6,,,0,1,0,,,,,,2024-01-21 11:00:00,11,Sunday,Weekend,True,Driver,Personal & Car related issues
1/9/2024,12:00:00,CNR0438232,Cancelled by Customer,794088,Mini,Area-45,Area-3,,,1,0,0,,,,,,2024-01-09 12:00:00,12,Tuesday,Weekday,True,Customer,Wrong Address
1/12/2024,12:00:00,CNR9743335,Cancelled by Driver,948035,Bike,Area-50,Area-5,,,0,1,0,,,,,,2024-01-12 12:00:00,12,Friday,Weekday,True,Driver,Customer related issue
1/2/2024,6:00:00,CNR5281697,Incomplete,217391,Mini,Area-48,Area-49,,,0,0,1,,,,,,2024-01-02 06:00:00,6,Tuesday,Weekday,True,Incomplete,Vehicle Breakdown
1/13/2024,11:00:00,CNR4691338,Cancelled by Customer,827908,Prime SUV,Area-33,Area-1,,,1,0,0,,,,,,2024-01-13 11:00:00,11,Saturday,Weekend,True,Customer,Driver is not moving towards pickup location
1/25/2024,0:00:00,CNR1105717,Cancelled by Driver,404918,Auto,Area-23,Area-19,,,0,1,0,,,,,,2024-01-25 00:00:00,0,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/16/2024,19:00:00,CNR5059388,Cancelled by Customer,161167,Bike,Area-20,Area-31,,,1,0,0,,,,,,2024-01-16 19:00:00,19,Tuesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/30/2024,12:00:00,CNR0927922,Cancelled by Driver,894970,eBike,Area-3,Area-26,,,0,1,0,,,,,,2024-01-30 12:00:00,12,Tuesday,Weekday,True,Driver,More than permitted people in there
1/30/2024,12:00:00,CNR9278365,Cancelled by Customer,215516,Mini,Area-15,Area-24,,,1,0,0,,,,,,2024-01-30 12:00:00,12,Tuesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/29/2024,0:00:00,CNR0756943,Cancelled by Driver,304296,Prime Plus,Area-41,Area-2,,,0,1,0,,,,,,2024-01-29 00:00:00,0,Monday,Weekday,True,Driver,Personal & Car related issues
1/12/2024,3:00:00,CNR0870297,Incomplete,551740,Prime SUV,Area-35,Area-25,,,0,0,1,,,,,,2024-01-12 03:00:00,3,Friday,Weekday,True,Incomplete,Customer Demand
1/22/2024,2:00:00,CNR3012887,Cancelled by Customer,480396,Bike,Area-9,Area-9,,,1,0,0,,,,,,2024-01-22 02:00:00,2,Monday,Weekday,True,Customer,AC is not working
1/28/2024,4:00:00,CNR2510005,Cancelled by Driver,281454,Prime Plus,Area-49,Area-22,,,0,1,0,,,,,,2024-01-28 04:00:00,4,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/25/2024,23:00:00,CNR4088144,Cancelled by Driver,780092,Auto,Area-18,Area-9,,,0,1,0,,,,,,2024-01-25 23:00:00,23,Thursday,Weekday,True,Driver,More than permitted people in there
1/19/2024,9:00:00,CNR4955776,Incomplete,181872,eBike,Area-26,Area-12,,,0,0,1,,,,,,2024-01-19 09:00:00,9,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/4/2024,21:00:00,CNR1227790,Cancelled by Customer,738368,Prime Sedan,Area-30,Area-13,,,1,0,0,,,,,,2024-01-04 21:00:00,21,Thursday,Weekday,True,Customer,Change of plans
1/14/2024,10:00:00,CNR3113526,Cancelled by Driver,929781,Prime SUV,Area-38,Area-16,,,0,1,0,,,,,,2024-01-14 10:00:00,10,Sunday,Weekend,True,Driver,Customer related issue
1/15/2024,18:00:00,CNR1912271,Cancelled by Driver,437406,Bike,Area-25,Area-39,,,0,1,0,,,,,,2024-01-15 18:00:00,18,Monday,Weekday,True,Driver,The customer was coughing/sick
1/19/2024,23:00:00,CNR9061757,Cancelled by Driver,763154,eBike,Area-40,Area-39,,,0,1,0,,,,,,2024-01-19 23:00:00,23,Friday,Weekday,True,Driver,The customer was coughing/sick
1/22/2024,13:00:00,CNR0865459,Cancelled by Driver,379207,Bike,Area-18,Area-48,,,0,1,0,,,,,,2024-01-22 13:00:00,13,Monday,Weekday,True,Driver,More than permitted people in there
1/6/2024,11:00:00,CNR6981806,Cancelled by Driver,467762,Prime SUV,Area-14,Area-34,,,0,1,0,,,,,,2024-01-06 11:00:00,11,Saturday,Weekend,True,Driver,Personal & Car related issues
1/2/2024,0:00:00,CNR3575790,Cancelled by Driver,783531,Auto,Area-18,Area-43,,,0,1,0,,,,,,2024-01-02 00:00:00,0,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/23/2024,15:00:00,CNR2164896,Cancelled by Driver,578287,Bike,Area-3,Area-34,,,0,1,0,,,,,,2024-01-23 15:00:00,15,Tuesday,Weekday,True,Driver,The customer was coughing/sick
1/8/2024,8:00:00,CNR3826462,Cancelled by Driver,333588,Mini,Area-22,Area-42,,,0,1,0,,,,,,2024-01-08 08:00:00,8,Monday,Weekday,True,Driver,Customer related issue
1/4/2024,15:00:00,CNR3573420,Cancelled by Driver,868222,Prime Plus,Area-21,Area-12,,,0,1,0,,,,,,2024-01-04 15:00:00,15,Thursday,Weekday,True,Driver,The customer was coughing/sick
1/2/2024,20:00:00,CNR5765374,Cancelled by Driver,844190,eBike,Area-25,Area-34,,,0,1,0,,,,,,2024-01-02 20:00:00,20,Tuesday,Weekday,True,Driver,More than permitted people in there
1/15/2024,18:00:00,CNR4023595,Cancelled by Customer,624572,Mini,Area-39,Area-24,,,1,0,0,,,,,,2024-01-15 18:00:00,18,Monday,Weekday,True,Customer,Driver is not moving towards pickup location
1/28/2024,6:00:00,CNR4460338,Incomplete,286207,Auto,Area-17,Area-7,,,0,0,1,,,,,,2024-01-28 06:00:00,6,Sunday,Weekend,True,Incomplete,Vehicle Breakdown
1/21/2024,18:00:00,CNR6187140,Cancelled by Customer,612782,Prime SUV,Area-9,Area-24,,,1,0,0,,,,,,2024-01-21 18:00:00,18,Sunday,Weekend,True,Customer,Driver asked to cancel
1/7/2024,8:00:00,CNR7193918,Cancelled by Driver,180276,Mini,Area-21,Area-1,,,0,1,0,,,,,,2024-01-07 08:00:00,8,Sunday,Weekend,True,Driver,The customer was coughing/sick
1/11/2024,0:00:00,CNR2289789,Cancelled by Customer,850481,Auto,Area-20,Area-3,,,1,0,0,,,,,,2024-01-11 00:00:00,0,Thursday,Weekday,True,Customer,Change of plans
1/26/2024,9:00:00,CNR8196608,Incomplete,253471,Prime Plus,Area-9,Area-50,,,0,0,1,,,,,,2024-01-26 09:00:00,9,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/16/2024,8:00:00,CNR1723157,Cancelled by Driver,863601,Prime SUV,Area-5,Area-38,,,0,1,0,,,,,,2024-01-16 08:00:00,8,Tuesday,Weekday,True,Driver,More than permitted people in there
1/16/2024,18:00:00,CNR5819185,Cancelled by Driver,100776,Prime Plus,Area-12,Area-12,,,0,1,0,,,,,,2024-01-16 18:00:00,18,Tuesday,Weekday,True,Driver,Personal & Car related issues
1/24/2024,11:00:00,CNR6597371,Cancelled by Customer,383698,eBike,Area-6,Area-13,,,1,0,0,,,,,,2024-01-24 11:00:00,11,Wednesday,Weekday,True,Customer,Change of plans
1/14/2024,17:00:00,CNR2766615,Cancelled by Customer,410671,Mini,Area-14,Area-42,,,1,0,0,,,,,,2024-01-14 17:00:00,17,Sunday,Weekend,True,Customer,Driver is not moving towards pickup location
1/29/2024,5:00:00,CNR2775892,Cancelled by Driver,825577,eBike,Area-42,Area-29,,,0,1,0,,,,,,2024-01-29 05:00:00,5,Monday,Weekday,True,Driver,Personal & Car related issues
1/7/2024,17:00:00,CNR7561196,Incomplete,938088,Prime Sedan,Area-8,Area-43,,,0,0,1,,,,,,2024-01-07 17:00:00,17,Sunday,Weekend,True,Incomplete,Vehicle Breakdown
1/9/2024,15:00:00,CNR6591759,Cancelled by Customer,316519,Bike,Area-24,Area-6,,,1,0,0,,,,,,2024-01-09 15:00:00,15,Tuesday,Weekday,True,Customer,Wrong Address
1/28/2024,11:00:00,CNR1569848,Cancelled by Driver,438233,Prime Plus,Area-23,Area-14,,,0,1,0,,,,,,2024-01-28 11:00:00,11,Sunday,Weekend,True,Driver,Personal & Car related issues
1/24/2024,1:00:00,CNR2140412,Incomplete,873438,eBike,Area-49,Area-25,,,0,0,1,,,,,,2024-01-24 01:00:00,1,Wednesday,Weekday,True,Incomplete,Other Issue
1/23/2024,15:00:00,CNR4118151,Cancelled by Driver,301022,Bike,Area-7,Area-38,,,0,1,0,,,,,,2024-01-23 15:00:00,15,Tuesday,Weekday,True,Driver,More than permitted people in there
1/24/2024,8:00:00,CNR0955903,Cancelled by Driver,937689,Bike,Area-4,Area-32,,,0,1,0,,,,,,2024-01-24 08:00:00,8,Wednesday,Weekday,True,Driver,Personal & Car related issues
1/12/2024,4:00:00,CNR1936655,Cancelled by Customer,896595,Auto,Area-39,Area-9,,,1,0,0,,,,,,2024-01-12 04:00:00,4,Friday,Weekday,True,Customer,Driver asked to cancel
1/15/2024,11:00:00,CNR1631418,Cancelled by Driver,637103,Prime Plus,Area-43,Area-16,,,0,1,0,,,,,,2024-01-15 11:00:00,11,Monday,Weekday,True,Driver,Customer related issue
1/5/2024,12:00:00,CNR3006682,Cancelled by Driver,910211,Prime SUV,Area-45,Area-5,,,0,1,0,,,,,,2024-01-05 12:00:00,12,Friday,Weekday,True,Driver,More than permitted people in there
1/12/2024,4:00:00,CNR5757570,Cancelled by Driver,933432,Mini,Area-34,Area-4,,,0,1,0,,,,,,2024-01-12 04:00:00,4,Friday,Weekday,True,Driver,The customer was coughing/sick
1/14/2024,15:00:00,CNR4794319,Cancelled by Driver,722753,Prime Sedan,Area-21,Area-20,,,0,1,0,,,,,,2024-01-14 15:00:00,15,Sunday,Weekend,True,Driver,Customer related issue
1/26/2024,7:00:00,CNR0984415,Cancelled by Customer,272729,Bike,Area-50,Area-9,,,1,0,0,,,,,,2024-01-26 07:00:00,7,Friday,Weekday,True,Customer,Wrong Address
1/30/2024,16:00:00,CNR0340431,Cancelled by Customer,352792,Bike,Area-47,Area-18,,,1,0,0,,,,,,2024-01-30 16:00:00,16,Tuesday,Weekday,True,Customer,AC is not working
1/11/2024,2:00:00,CNR2418730,Cancelled by Customer,179271,Bike,Area-31,Area-45,,,1,0,0,,,,,,2024-01-11 02:00:00,2,Thursday,Weekday,True,Customer,Driver asked to cancel
1/1/2024,0:00:00,CNR6890906,Incomplete,767341,Mini,Area-46,Area-26,,,0,0,1,,,,,,2024-01-01 00:00:00,0,Monday,Weekday,True,Incomplete,Other Issue
1/2/2024,18:00:00,CNR2950645,Cancelled by Driver,577720,Mini,Area-20,Area-47,,,0,1,0,,,,,,2024-01-02 18:00:00,18,Tuesday,Weekday,True,Driver,Customer related issue
1/5/2024,5:00:00,CNR7934927,Incomplete,338441,eBike,Area-11,Area-28,,,0,0,1,,,,,,2024-01-05 05:00:00,5,Friday,Weekday,True,Incomplete,Vehicle Breakdown
1/30/2024,10:00:00,CNR0853145,Cancelled by Customer,815898,Auto,Area-22,Area-45,,,1,0,0,,,,,,2024-01-30 10:00:00,10,Tuesday,Weekday,True,Customer,Driver is not moving towards pickup location
1/29/2024,15:00:00,CNR3357021,Incomplete,798933,Prime Sedan,Area-40,Area-8,,,0,0,1,,,,,,2024-01-29 15:00:00,15,Monday,Weekday,True,Incomplete,Other Issue
1/5/2024,10:00:00,CNR9398432,Incomplete,179093,Bike,Area-32,Area-27,,,0,0,1,,,,,,2024-01-05 10:00:00,10,Friday,Weekday,True,Incomplete,Customer Demand
1/27/2024,6:00:00,CNR1045994,Incomplete,753729,eBike,Area-46,Area-35,,,0,0,1,,,,,,2024-01-27 06:00:00,6,Saturday,Weekend,True,Incomplete,Other Issue
